,UANUM,UANAME,Population,Latitude,Longitude,4 Week Rate,4 Week TRP,CPP,CPM,AdvertisingCost,PredictedCount,ActualCount,PredictedActualDiff,PercentDiff,Households,HouseholdsPerStation
1720,46666,"Lake Conroe Westshore, TX",20569,31.968599,-99.901813,3502.0833333333007,766.6666666666998,5.25,3.3333333333,68.5633333326477,3.6,1,2.6,1.3,8250,2291.6666666666665
1723,46693,"Lake Geneva, WI",14649,42.59166670000001,-88.4333333,2692.0,320.0,8.4,8.4,123.0516,1.46,1,0.46,0.23,6538,4478.082191780822
1724,46747,"Lake Havasu City, AZ",53427,34.4838889,-114.3216667,6163.6363636364,472.72727272730003,13.5454545455,6.7272727273,359.4180000014571,1.62,2,-0.38,-0.12666666699999998,23241,14346.296296296296
1730,46855,"Lake Los Angeles, CA",11808,34.0522222,-118.2427778,255338.125,156.25,417.2083333333,3.0004166667,35.4289200003936,2.46,4,-1.54,-0.308,3140,1276.4227642276423
1732,46882,"Lake Mills, WI",6581,43.08138889999999,-88.9116667,2050.0,400.0,6.0,6.833333333300001,44.970166666447305,0.66,1,-0.34,-0.17,2589,3922.7272727272725
1737,46963,"Lake of the Pines, CA",7926,39.039619,-121.05661299999998,72659.7083333333,156.25,119.5,3.6733333333,29.1148399997358,6.94,10,-3.06,-0.278181818,3018,434.87031700288185
1743,47017,"Lake Placid, NY",3581,44.2794444,-73.9802778,2478.5714285714002,457.1428571429,5.8571428571,7.7142857143,27.6248571429083,0.7,1,-0.3,-0.15,1766,2522.857142857143
1744,47044,"Lake Pocotopaug--East Hampton, CT",9450,41.7838889,-72.0552778,3830.0,466.6666666667,8.3333333333,4.0,37.8,1.26,1,0.26,0.13,3630,2880.9523809523807
1750,46828,"Lakeland, FL",262596,28.039166700000006,-81.95,1593.0,680.0,3.0,9.8,2573.4408000000003,7.16,5,2.16,0.36,95659,13360.195530726256
1759,47449,"Lanai City, HI",3066,20.8305556,-156.9222222,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,10.526993077041,0.7,1,-0.3,-0.15,1070,1528.5714285714287
1760,47611,"Lancaster--Palmdale, CA",341219,34.57944439999999,-118.1155556,255338.125,156.25,417.2083333333,3.0004166667,1023.7991745947073,16.66,22,-5.34,-0.232173913,99413,5967.166866746698
1762,47503,"Lancaster, OH",42557,39.7136111,-82.5994444,42830.25,156.25,70.1875,3.75125,159.64194625000002,1.38,1,0.38,0.19,17672,12805.797101449276
1763,47530,"Lancaster, PA",402004,40.0377778,-76.3058333,19967.4166666667,466.6666666667,42.8333333333,9.9166666667,3986.5396666800666,14.4,13,1.4,0.1,156573,10873.125
1768,47719,"Lansing, MI",313532,42.7325,-84.5555556,10000.0,400.0,25.0,7.0,2194.7239999999997,31.78,38,-6.22,-0.159487179,125153,3938.1057268722466
1771,47854,"Laredo, TX",235730,27.5061111,-99.5072222,8518.75,1000.0,9.0,4.125,972.3862499999999,3.7,2,1.7,0.566666667,64266,17369.18918918919
1774,47935,"Las Cruces, NM",128600,32.3122222,-106.7777778,5355.5555555556,733.3333333333002,7.4444444444,4.3333333333,557.26666666238,2.3,1,1.3,0.65,49091,21343.913043478264
1775,47995,"Las Vegas--Henderson, NV",1886011,36.0397222,-114.9811111,26118.1428571429,585.7142857143,44.928571428599994,2.7142857143,5119.172714312657,85.34,56,29.34,0.514736842,686226,8041.082727911881
1777,48016,"Laughlin, NV",5949,35.1677778,-114.5722222,6163.6363636364,472.72727272730003,13.5454545455,6.7272727273,40.0205454547077,0.52,1,-0.48,-0.24,2907,5590.384615384615
1784,48232,"Lawrence, KS",88053,38.9716667,-95.235,2700.0,400.0,7.333333333300001,5.0,440.265,7.4,8,-0.6,-0.066666667,34670,4685.135135135135
1790,48394,"Lawton, OK",94457,34.608611100000005,-98.39,7400.0,533.3333333333001,14.333333333299999,19.3333333333,1826.168666663518,1.04,1,0.04,0.02,34273,32954.80769230769
1794,49177,"Le Sueur, MN",3763,44.4613889,-93.915,1388.3333333332998,466.6666666667,3.0,12.0,45.156,0.56,1,-0.44,-0.22,1665,2973.2142857142853
1796,48448,"Leadville, CO",5039,39.2508333,-106.29194440000002,1550.0,400.0,4.0,7.5,37.7925,0.72,1,-0.28,-0.14,2231,3098.6111111111113
1797,48475,"Leavenworth, KS",45283,39.31111110000001,-94.9222222,1066.6666666667,466.6666666667,3.0,12.0,543.396,1.6,1,0.6,0.3,15074,9421.25
1798,48485,"Leavenworth, WA",3282,47.5963889,-120.6602778,2668.75,825.0,3.0,3.375,11.07675,2.08,3,-0.92,-0.23,1484,713.4615384615385
1799,48728,"Lebanon--Hanover, NH--VT",25690,33.8333,35.8333,11299.875,156.25,18.8333333333,5.6225,144.442025,3.14,3,0.14,0.035,10216,3253.5031847133755
1803,48637,"Lebanon, OR",19744,44.53666670000001,-122.90583329999998,600.0,200.0,3.0,4.0,78.976,1.38,2,-0.62,-0.206666667,7575,5489.130434782609
1804,48664,"Lebanon, PA",77086,40.3408333,-76.4116667,4133.6666666667,466.6666666667,9.6666666667,7.333333333300001,565.2973333307639,2.68,3,-0.32,-0.08,29611,11048.880597014924
1805,48691,"Lebanon, TN",27653,36.2080556,-86.2911111,21600.0,500.0,43.9375,2.8125,77.7740625,1.36,7,-5.64,-0.705,10554,7760.294117647059
1807,48745,"Lee, MA",8049,42.3041667,-73.24861109999998,6766.666666666701,800.0,9.0,8.0,64.392,0.94,1,-0.06,-0.03,3376,3591.489361702128
1808,48826,"Lee's Summit, MO",85081,37.9119444,-90.7080556,3113.3333333333007,760.0,4.7333333333,6.6,561.5346,8.18,8,0.18,0.02,31082,3799.755501222494
1809,48799,"Leesburg--Eustis--Tavares, FL",131337,28.8038889,-81.7258333,1650.0,350.0,5.75,10.25,1346.2042499999998,11.16,13,-1.84,-0.131428571,57491,5151.52329749104
1816,49096,"Leominster--Fitchburg, MA",116960,42.5833333,-71.80277779999999,2300.0,200.0,12.0,4.0,467.84,4.72,4,0.72,0.14400000000000002,46230,9794.49152542373
1819,49231,"Lewes, DE",24129,38.77444439999999,-75.13972220000002,7344.0,320.0,22.8,5.4,130.2966,4.74,6,-1.26,-0.18,10904,2300.42194092827
1823,49339,"Lewiston, ME",59397,44.1002778,-70.2152778,2300.0,200.0,12.0,4.0,237.588,2.06,2,0.06,0.02,24762,12020.388349514562
1826,49594,"Lexington Park--California--Chesapeake Ranch Estates, MD",58875,38.3461111,-76.4180556,342597.875,156.25,556.5652173912999,11.014166666700001,648.4590625019625,4.56,3,1.56,0.39,21715,4762.061403508772
1827,49582,"Lexington-Fayette, KY",290263,38.040584,-84.503716,750.0,200.0,4.0,9.0,2612.3669999999997,8.92,5,3.92,0.653333333,120941,13558.40807174888
1829,49474,"Lexington, NE",10464,40.7808333,-99.7411111,1064.6666666667,466.6666666667,2.6666666667,9.0,94.176,0.74,1,-0.26,-0.13,3070,4148.648648648648
1831,49555,"Lexington, VA",8762,37.7838889,-79.4430556,1250.0,200.0,6.0,13.0,113.906,0.9,1,-0.1,-0.05,2265,2516.6666666666665
1838,49771,"Lihue, HI",13983,21.9811111,-159.3711111,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,48.010092692845504,1.52,14,-12.48,-0.8320000000000001,4474,2943.4210526315787
1840,49852,"Lima, OH",72852,40.7425,-84.1052778,1913.3333333332998,733.3333333333002,3.3333333333,7.166666666699999,522.1060000024283,2.4,3,-0.6,-0.15,28208,11753.333333333334
1841,49960,"Lincoln City, OR",10526,44.9583333,-124.01666670000002,600.0,200.0,3.0,4.0,42.104,2.78,4,-1.22,-0.244,5023,1806.834532374101
1844,49933,"Lincoln, NE",258719,40.8,-96.6666667,1482.75,650.0,2.5,6.75,1746.35325,17.46,1,16.46,8.23,105310,6031.500572737686
1845,49987,"Lincolnton, NC",22686,35.47361110000001,-81.2547222,1053.8461538462,476.9230769231,2.5384615385,4.6153846154,104.7046153849644,1.0,1,0.0,0.0,9198,9198.0
1849,50095,"Lindsborg, KS",3405,38.5736111,-97.6741667,20320.6875,156.25,33.5,3.68875,12.56019375,0.24,2,-1.76,-0.586666667,1242,5175.0
1850,50122,"Lindstrom--Chisago City, MN",8492,45.37361110000001,-92.8897222,22930.0,200.0,114.6666666667,4.6666666667,39.62933333361641,0.84,1,-0.16,-0.08,3456,4114.285714285715
1858,50392,"Little Rock, AR",431388,36.2716667,-93.8661111,5100.0,1000.0,5.25,7.25,3127.5629999999996,12.86,14,-1.14,-0.076,172031,13377.216174183515
1865,50527,"Livermore, CA",81624,37.6819444,-121.7669444,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,280.252864618524,3.76,2,1.76,0.586666667,29476,7839.3617021276605
1874,50797,"Lockport, NY",36024,43.17055560000001,-78.6905556,33521.1111111111,711.1111111111002,49.9444444444,5.2777777778,190.1266666674672,1.74,2,-0.26,-0.08666666699999999,14671,8431.6091954023
1876,50851,"Lodi, CA",68738,38.1302778,-121.2713889,72659.7083333333,156.25,119.5,3.6733333333,252.4975866643754,4.92,7,-2.08,-0.26,24092,4896.747967479675
1879,50932,"Logan, OH",8080,39.54,-82.4072222,2000.0,200.0,10.0,12.0,96.96000000000001,0.02,1,-0.98,-0.49,3527,176350.0
1880,50959,"Logan, UT",94983,41.73555560000001,-111.8336111,683.3333333333001,200.0,3.3333333333,17.6666666667,1678.033000003166,2.08,2,0.08,0.026666667,29954,14400.961538461537
1884,51040,"Lompoc, CA",51509,34.639166700000004,-120.4569444,44720.181818181794,945.4545454545,47.818181818199996,8.0,412.072,2.08,1,1.08,0.54,16612,7986.538461538461
1885,51131,"London--Corbin, KY",37367,36.9486111,-84.0969444,1200.0,400.0,3.0,4.0,149.468,1.6,2,-0.4,-0.133333333,15351,9594.375
1887,51142,"Long Beach, MD",6476,38.4608333,-76.4691667,342597.875,156.25,556.5652173912999,11.014166666700001,71.32774333354921,1.24,2,-0.76,-0.253333333,1995,1608.8709677419356
1888,51202,"Long Neck, DE",14150,38.62,-75.1511111,7344.0,320.0,22.8,5.4,76.41000000000001,1.84,3,-1.16,-0.29,6414,3485.869565217391
1890,51175,"Longmont, CO",90897,40.1672222,-105.1013889,800.0,400.0,2.0,6.0,545.3820000000001,6.52,7,-0.48,-0.06,35293,5413.0368098159515
1891,51256,"Longview, TX",98884,32.50055560000001,-94.7402778,5990.625,1000.0,6.625,3.75,370.815,2.46,2,0.46,0.15333333300000002,36605,14880.081300813008
1892,51283,"Longview, WA--OR",63952,46.1383333,-122.93694440000002,46783.5,1100.0,46.7,2.1,134.2992,4.0,5,-1.0,-0.166666667,25253,6313.25
1896,51364,"Lorain--Elyria, OH",180956,41.3683333,-82.1077778,110788.5625,156.25,182.25,6.158125,1114.3496675,7.2,5,2.2,0.36666666700000006,72231,10032.083333333334
1898,51445,"Los Angeles--Long Beach--Anaheim, CA",12150996,33.8352778,-117.9136111,29980.0,560.0,79.2,2.2,26732.1912,647.82,835,-187.18,-0.223899522,3973143,6133.097156617579
1908,51755,"Louisville/Jefferson County, KY--IN",972546,38.252665,-85.75845600000002,1127.1428571428999,457.1428571429,2.7142857143,7.0,6807.822,27.28,12,15.28,1.175384615,392405,14384.347507331378
1911,51823,"Lowell, MI",6803,42.9336111,-85.3419444,1864.2857142857001,314.2857142857,6.7142857143,9.142857142899999,62.19885714314869,0.3,2,-1.7,-0.566666667,2596,8653.333333333334
1913,51877,"Lubbock, TX",237356,33.5777778,-101.8547222,8422.6666666667,600.0,16.0833333333,6.166666666699999,1463.695333341245,8.16,3,5.16,1.29,90065,11037.377450980392
1917,51985,"Lufkin, TX",44927,31.338055600000004,-94.72888890000002,2000.0,836.3636363636,2.4545454545,4.0,179.708,1.9,2,-0.1,-0.033333333,16236,8545.263157894737
1920,52066,"Lumberton, NC",29739,34.618055600000005,-79.0088889,1983.3333333332998,466.6666666667,5.5,3.8333333333,113.9994999990087,1.8,2,-0.2,-0.066666667,10513,5840.555555555556
1924,52201,"Lynchburg, VA",116636,37.4136111,-79.1425,4521.6666666667,400.0,12.4,3.9333333333,458.7682666627788,5.3,4,1.3,0.26,45352,8556.981132075472
1925,52228,"Lynden, WA",14533,48.9466667,-122.4508333,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,93.25341666715109,0.72,4,-3.28,-0.6559999999999999,5445,7562.5
1932,52795,"Macomb, IL",19945,40.4591667,-90.6716667,2187.5,300.0,7.25,25.5,508.5975,1.9,1,0.9,0.45,7184,3781.0526315789475
1933,52822,"Macon, GA",137570,32.8405556,-83.6325,5066.6666666667,555.5555555556,9.8888888889,5.7777777778,794.848888891946,4.66,6,-1.34,-0.19142857100000002,50657,10870.600858369098
1936,52984,"Madera, CA",78413,36.9613889,-120.0597222,8432.0,800.0,10.833333333299999,8.0,627.304,1.92,2,-0.08,-0.026666667,20415,10632.8125
1942,53200,"Madison, WI",401661,43.0730556,-89.4011111,6718.0,240.0,29.4,5.2,2088.6372,39.58,42,-2.42,-0.05627907,173176,4375.34108135422
1947,53308,"Madras, OR",8010,44.6336111,-121.12833329999998,46783.5,1100.0,46.7,2.1,16.821,0.74,1,-0.26,-0.13,3007,4063.5135135135138
1950,53372,"Magnolia, TX",3195,30.2091667,-95.7505556,2275.0,300.0,8.25,7.25,23.16375,0.64,1,-0.36,-0.18,1281,2001.5625
1952,53443,"Maiden, NC",3572,35.5755556,-81.21194440000002,1053.8461538462,476.9230769231,2.5384615385,4.6153846154,16.4861538462088,0.64,1,-0.36,-0.18,1306,2040.625
1961,53686,"Manchester, IA",5032,42.4841667,-91.4552778,10918.4615384615,938.4615384614999,12.2307692308,5.4615384615,27.482461538268,0.72,1,-0.28,-0.14,2106,2925.0
1964,53740,"Manchester, NH",158377,42.9955556,-71.45527779999998,2300.0,200.0,12.0,4.0,633.508,10.78,10,0.78,0.070909091,62629,5809.74025974026
1965,53767,"Manchester, TN",11379,35.4816667,-86.0886111,1023.75,616.6666666666999,1.9166666667,4.4166666667,50.2572500003793,2.42,3,-0.58,-0.145,4425,1828.5123966942149
1966,53794,"Mandeville--Covington, LA",88925,30.4752778,-90.1008333,2221.7857142857,528.5714285714,4.7142857143,3.7857142857,336.6446428558725,8.5,2,6.5,2.166666667,33855,3982.9411764705883
1968,53848,"Manhattan, KS",54622,39.1836111,-96.5713889,1126.0,466.6666666667,2.6666666667,6.0,327.73199999999997,3.88,5,-1.12,-0.18666666699999998,21049,5425.0
1973,53983,"Mankato, MN",57584,44.1636111,-93.9991667,1388.3333333332998,466.6666666667,3.0,12.0,691.008,2.84,4,-1.16,-0.23199999999999998,22602,7958.450704225353
1978,54091,"Mansfield, OH",75250,40.7583333,-82.5155556,4532.0,240.0,19.8,5.8,436.45,2.52,3,-0.48,-0.12,30042,11921.42857142857
1980,54145,"Manteca, CA",83578,37.7975,-121.215,10606.25,500.0,23.5,5.0,417.89,3.14,2,1.14,0.38,27747,8836.624203821655
1984,54280,"Maquoketa, IA",6159,42.0688889,-90.6655556,4579.4117647059,800.0,6.2352941176,6.7647058824,41.6638235297016,1.32,2,-0.68,-0.226666667,2697,2043.181818181818
1985,54295,"Marana West, AZ",5456,32.436381,-111.222442,23490.7619047619,142.8571428571,40.5714285714,4.4504761905,24.281798095368,1.42,2,-0.58,-0.193333333,1620,1140.8450704225352
1986,54307,"Marathon, FL",8965,24.7133333,-81.0905556,666.6666666666999,200.0,3.6666666667,10.0,89.65,0.24,1,-0.76,-0.38,3471,14462.5
1990,54442,"Marianna, FL",6086,30.7741667,-85.22694440000002,17884.0,500.0,36.125,17.0,103.462,1.36,2,-0.64,-0.213333333,2588,1902.941176470588
1992,54477,"Maricopa, AZ",42337,33.0580556,-112.04694440000002,95000.0,300.0,332.5,8.5,359.8645,1.38,1,0.38,0.19,13922,10088.40579710145
1995,54739,"Marion Oaks, FL",14160,29.0083333,-82.1833333,6266.666666666701,633.3333333333001,10.6666666667,3.6666666667,51.920000000472,0.7,1,-0.3,-0.15,5173,7390.000000000001
2001,54712,"Marion, VA",7960,36.8347222,-81.515,1563.0,430.76923076919996,3.8461538462,3.7692307692,30.003076922832,0.76,1,-0.24,-0.12,3175,4177.631578947368
2009,54955,"Marshall, MI",7683,42.2722222,-84.9633333,34342.8571428571,471.4285714286,76.4285714286,4.8571428571,37.3174285710993,0.5,2,-1.5,-0.5,3409,6818.0
2013,55063,"Marshall, WI",3834,43.1683333,-89.0666667,2050.0,400.0,6.0,6.833333333300001,26.198999999872203,0.6,1,-0.4,-0.2,1450,2416.666666666667
2016,55144,"Marshfield, WI",19421,44.6688889,-90.1716667,4675.625,950.0,5.125,8.125,157.795625,1.06,1,0.06,0.03,8617,8129.245283018868
2017,55171,"Martin, TN",11397,36.3433333,-88.85027779999999,1425.0,350.0,4.25,12.0,136.764,2.0,3,-1.0,-0.25,4168,2084.0
2020,55252,"Martinsville, VA",35091,36.6913889,-79.8727778,2812.5,600.0,5.0,7.0,245.637,1.52,2,-0.48,-0.16,14938,9827.631578947368
2023,55333,"Marysville, WA",145140,48.0519444,-122.1758333,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,931.3150000048378,10.1,5,5.1,0.85,52774,5225.148514851486
2024,55360,"Maryville, MO",13220,40.3461111,-94.8722222,700.0,300.0,2.5,3.5,46.27,0.58,2,-1.42,-0.47333333299999997,4907,8460.344827586208
2026,55414,"Mason City, IA",27115,43.153611100000006,-93.2008333,500.0,200.0,3.0,5.0,135.575,1.3,2,-0.7,-0.233333333,12600,9692.307692307691
2031,55576,"Mattoon, IL",18978,39.48305560000001,-88.3727778,2270.0,360.0,7.2,11.0,208.758,1.5,2,-0.5,-0.166666667,8156,5437.333333333333
2032,55603,"Mauldin--Simpsonville, SC",120577,34.7369444,-82.2544444,1800.0,800.0,2.5,7.0,844.039,15.3,19,-3.7,-0.185,45385,2966.3398692810456
2041,52363,"McAlester, OK",19501,34.9333333,-95.7694444,1575.0,250.0,6.5,8.75,170.63375000000002,1.56,2,-0.44,-0.146666667,7667,4914.74358974359
2042,52390,"McAllen, TX",728825,26.203055600000006,-98.2297222,10655.5384615385,846.1538461538,13.3846153846,3.8461538462,2803.1730769567152,11.8,3,8.8,2.2,204650,17343.22033898305
2050,52687,"McKinney, TX",170030,33.1975,-96.615,78975.0,145.8333333333,136.9444444444,2.5005555556,425.16946111866804,9.92,8,1.92,0.213333333,58853,5932.762096774193
2052,52741,"McMinnville, OR",38970,45.2102778,-123.1975,600.0,200.0,3.0,4.0,155.88,4.26,5,-0.74,-0.123333333,13577,3187.0892018779346
2058,55981,"Medford, OR",154081,42.3266667,-122.87444440000002,3151.0,300.0,10.5,4.0,616.324,12.34,15,-2.66,-0.16625,62949,5101.215559157213
2064,56116,"Memphis, TN--MS--AR",1060061,35.14944439999999,-90.04888890000002,24436.5416666667,156.25,40.25,2.95375,3131.15517875,33.66,26,7.66,0.283703704,392467,11659.744503862152
2069,56251,"Merced, CA",136969,37.3022222,-120.48194440000002,7955.0,600.0,14.0,6.0,821.814,4.46,5,-0.54,-0.09,41545,9315.022421524664
2072,56359,"Merrill, WI",10282,45.18055560000001,-89.6833333,1852.1428571429,1000.0,2.4285714286,8.4285714286,86.66257142886519,0.68,1,-0.32,-0.16,4595,6757.35294117647
2073,56386,"Mescalero Park, TX",3460,30.586225,-96.307334,5600.0,342.8571428571,18.571428571400002,7.5714285714,26.197142857044,1.34,2,-0.66,-0.22,1241,926.1194029850745
2081,56602,"Miami, FL",5502379,25.7738889,-80.1938889,76548.0,156.25,126.875,3.52625,19402.763948750002,216.06,149,67.06,0.44706666700000003,1999921,9256.322317874665
2083,56656,"Michigan City--La Porte, IN--MI",66025,43.3504,-84.5603,2040.0,720.0,3.0,7.0,462.17500000000007,1.3,1,0.3,0.15,27013,20779.23076923077
2085,56737,"Middlebury, VT",5350,44.0152778,-73.1677778,2478.5714285714002,457.1428571429,5.8571428571,7.7142857143,41.271428571505,2.34,3,-0.66,-0.165,1510,645.2991452991454
2091,56899,"Middletown, NY",58381,41.4458333,-74.4233333,300105.0,156.25,494.375,9.6025,560.6035525,3.14,3,0.14,0.035,20442,6510.1910828025475
2092,56926,"Middletown, OH",97503,39.515,-84.3983333,44208.3333333333,1111.1111111111,42.222222222199996,4.3333333333,422.5129999967499,4.1,5,-0.9,-0.15,38043,9278.78048780488
2095,57007,"Midland, TX",117807,31.9972222,-102.0775,1611.4285714285998,342.8571428571,4.8571428571,11.142857142899999,1312.7065714336202,4.44,4,0.44,0.08800000000000001,43632,9827.027027027027
2105,57223,"Milledgeville, GA",29808,33.08,-83.23222220000002,1125.0,300.0,4.0,7.0,208.656,2.6,2,0.6,0.2,10753,4135.7692307692305
2110,57358,"Millsboro, DE",9395,38.5913889,-75.29166670000002,7344.0,320.0,22.8,5.4,50.733000000000004,0.7,1,-0.3,-0.15,3560,5085.714285714286
2113,57439,"Milton--Lewisburg, PA",30806,40.9644444,-76.88472220000001,4037.5,1000.0,4.0,10.0,308.06,1.38,1,0.38,0.19,11219,8129.710144927537
2116,57466,"Milwaukee, WI",1376476,43.0388889,-87.90638890000002,37083.0625,156.25,60.8125,3.4378125,4732.06639875,62.74,42,20.74,0.482325581,550178,8769.174370417597
2122,57628,"Minneapolis--St. Paul, MN--WI",2650890,44.938911,-93.117755,22930.0,200.0,114.6666666667,4.6666666667,12370.820000088363,193.62,147,46.62,0.315,1058354,5466.139861584547
2125,57709,"Mission Viejo--Lake Forest--San Clemente, CA",583681,33.4269444,-117.6111111,62375.0,300.0,212.0,7.5,4377.6075,38.56,34,4.56,0.130285714,218414,5664.263485477178
2126,57736,"Missoula, MT",82157,46.8722222,-113.9930556,3025.0,266.6666666667,11.333333333299999,4.6666666667,383.3993333360719,1.84,1,0.84,0.42,35498,19292.391304347824
2133,57925,"Mobile, AL",326183,30.6941667,-88.0430556,15865.5555555556,933.3333333333001,17.888888888900002,5.2222222222,1703.4001111038626,6.34,5,1.34,0.223333333,125467,19789.7476340694
2136,58006,"Modesto, CA",358172,37.6391667,-120.9958333,10606.25,500.0,23.5,5.0,1790.8600000000001,10.9,8,2.9,0.322222222,116486,10686.788990825688
2141,58168,"Monessen--California, PA",66086,40.0655556,-79.8919444,115932.41176470599,905.8823529412,135.4705882353,7.1176470588,470.3768235278568,2.04,2,0.04,0.013333333000000001,27367,13415.196078431372
2143,58249,"Monmouth--Independence, OR",18167,44.8513889,-123.1855556,600.0,200.0,3.0,4.0,72.668,2.98,3,-0.02,-0.005,6337,2126.510067114094
2145,58303,"Monroe, GA",15854,33.7947222,-83.7133333,1000.0,200.0,5.0,4.0,63.416,0.78,1,-0.22,-0.11,5851,7501.282051282051
2146,58330,"Monroe, LA",116533,32.5091667,-92.1191667,4438.727272727299,854.5454545455,5.2727272727,3.7272727273,434.3502727304509,2.52,2,0.52,0.173333333,44268,17566.666666666668
2147,58357,"Monroe, MI",51240,41.9163889,-83.3977778,4866.6666666667,400.0,13.0,10.0,512.4,2.44,3,-0.56,-0.14,20893,8562.704918032787
2151,58420,"Montauk, NY",2719,41.0358333,-71.955,3830.0,466.6666666667,8.3333333333,4.0,10.876,0.98,1,-0.02,-0.01,1364,1391.8367346938776
2158,58600,"Montgomery, AL",263907,32.3666667,-86.3,12192.0,914.2857142857001,13.4285714286,4.4285714286,1168.7310000075402,10.04,7,3.04,0.38,99340,9894.422310756972
2162,58870,"Monticello--Big Lake, MN",25536,45.3325,-93.7458333,4944.4444444445,422.2222222222,12.222222222200001,6.1111111111000005,156.0533333330496,0.7,1,-0.3,-0.15,9237,13195.714285714286
2167,58762,"Monticello, IN",8634,40.7452778,-86.76472220000002,2375.0,300.0,8.5,4.5,38.853,0.8,1,-0.2,-0.1,3552,4440.0
2171,58951,"Montrose, CO",22706,38.4783333,-107.87555559999998,2750.0,775.0,3.625,3.375,76.63275,0.32,1,-0.68,-0.34,9404,29387.5
2173,58972,"Moodus, CT",2701,41.5027778,-72.4505556,3830.0,466.6666666667,8.3333333333,4.0,10.804,0.66,1,-0.34,-0.17,945,1431.8181818181818
2184,59275,"Morgantown, WV",70350,39.6294444,-79.95611109999999,4407.75,375.0,12.25,7.75,545.2125,4.2,3,1.2,0.3,26748,6368.571428571428
2189,59410,"Morristown, TN",59036,36.21388889999999,-83.295,1675.625,375.0,4.5,4.125,243.5235,1.88,2,-0.12,-0.04,22552,11995.744680851065
2190,59437,"Morro Bay--Los Osos, CA",26772,35.31111110000001,-120.8313889,6351.75,700.0,10.0,7.75,207.48299999999998,6.76,8,-1.24,-0.13777777800000002,12354,1827.5147928994083
2194,59518,"Moses Lake, WA",32978,47.1302778,-119.27694440000002,7650.0,200.0,38.5,7.0,230.846,1.54,1,0.54,0.27,11926,7744.155844155844
2198,59815,"Mount Airy, NC--VA",19457,36.4991667,-80.6075,35100.0,766.6666666666998,54.3333333333,3.8333333333,74.58516666601811,1.62,2,-0.38,-0.12666666699999998,8495,5243.827160493827
2203,59923,"Mount Hood Village, OR",3638,45.3555556,-121.97944440000002,46783.5,1100.0,46.7,2.1,7.6398,3.22,4,-0.78,-0.156,1575,489.1304347826087
2204,59950,"Mount Horeb, WI",6997,43.0086111,-89.7383333,6718.0,240.0,29.4,5.2,36.3844,0.96,1,-0.04,-0.02,2803,2919.791666666667
2210,60112,"Mount Pleasant, MI",37447,43.5977778,-84.7675,4046.6666666666997,466.6666666667,11.0,14.666666666700001,549.222666667915,2.54,3,-0.46,-0.115,12485,4915.354330708661
2211,60139,"Mount Pleasant, TN",3507,35.5341667,-87.2069444,2712.5,700.0,4.5,14.75,51.72825,0.82,1,-0.18,-0.09,1382,1685.3658536585367
2226,60490,"Mount Vernon, WA",62966,48.4213889,-122.3327778,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,404.03183333543217,4.72,6,-1.28,-0.182857143,23050,4883.474576271186
2239,60652,"Muncy, PA",9495,41.2055556,-76.7858333,7083.333333333299,866.6666666666998,8.8333333333,8.0,75.96,1.44,2,-0.56,-0.18666666699999998,3167,2199.3055555555557
2242,60733,"Murfreesboro, TN",133228,35.84555560000001,-86.39027779999998,21600.0,500.0,43.9375,2.8125,374.70375,13.56,18,-4.44,-0.233684211,51143,3771.607669616519
2244,60787,"Murray, KY",19072,36.6102778,-88.3147222,1706.25,300.0,5.5,11.5,219.328,0.82,1,-0.18,-0.09,7398,9021.951219512195
2245,60799,"Murrieta--Temecula--Menifee, CA",441546,33.7283333,-117.14555559999998,29980.0,560.0,79.2,2.2,971.4012,16.12,13,3.12,0.222857143,137388,8522.828784119107
2247,60841,"Muskegon, MI",161280,43.2341667,-86.2483333,5385.7142857143,900.0,6.7142857143,4.1428571429000005,668.1600000069121,5.34,9,-3.66,-0.366,63137,11823.408239700375
2248,60868,"Muskogee, OK",42052,35.7477778,-95.3694444,1575.0,250.0,6.5,8.75,367.955,1.64,2,-0.36,-0.12,16417,10010.365853658537
2249,60895,"Myrtle Beach--Socastee, SC--NC",215304,35.759573,-79.0193,29750.0,300.0,100.5,7.0,1507.128,10.4,12,-1.6,-0.123076923,95188,9152.692307692307
2252,60976,"Nampa, ID",151499,43.5408333,-116.5625,11628.571428571398,400.0,30.0,6.1428571429,930.636714292207,2.32,3,-0.68,-0.17,50888,21934.482758620692
2253,61003,"Nantucket, MA",8250,41.2833333,-70.1,19200.0,500.0,42.25,3.25,26.8125,2.38,3,-0.62,-0.155,3142,1320.1680672268908
2255,61057,"Napa, CA",83913,38.2972222,-122.2844444,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,288.1120580801505,11.94,16,-4.06,-0.23882352899999998,30550,2558.6264656616418
2259,61165,"Nashua, NH--MA",226400,42.7652778,-71.4680556,2300.0,200.0,12.0,4.0,905.6,11.1,10,1.1,0.1,88067,7933.9639639639645
